x,y
1,0.017688443444958013
2,0.022641741911183656
3,0.01509449460745577
4,0.01520848310332277
5,0.017200245247335953
6,0.018852688701964923
7,0.020785954102460258
8,0.021151099051332566
9,0.018800976934517835
10,0.01938400309324214
11,0.02032427509263272
12,0.021538330467829502
13,0.021597381336275732
14,0.02122479153705375
15,0.019809805434583497
16,0.01857169259492203
17,0.01947620050316466
18,0.019851419162902995
19,0.020658056428568643
20,0.02111819516500727
21,0.020112566823816447
22,0.019876246555326754
23,0.01901206192248646
24,0.01821989267571619
25,0.01852899473623253
26,0.017816341092531277
27,0.01827768690278672
28,0.018354878546386743
29,0.018865299266601587
30,0.019188278144922886
31,0.019623149534883512
32,0.019910651320766252
33,0.020390860182702128
34,0.02047642193679976
35,0.02042822625271877
36,0.020428755346332556
37,0.019876626823458702
38,0.019817676623394318
39,0.019842414064976395
40,0.019937471396791192
41,0.01999727481390982
42,0.019521149223102444
43,0.01949028626335225
44,0.019047325211912425
45,0.01932633825025295
46,0.01890620046220397
47,0.018995529391192936
48,0.019122086900052373
49,0.01922603834286879
50,0.019140000099402678
51,0.019122065638232096
52,0.01875433360672763
53,0.0187920493485316
54,0.019140066902075183
55,0.01908858830289372
56,0.018747720654627757
57,0.018821348607310998
58,0.019091199234171817
59,0.01938346849730546
60,0.019060410689017034
61,0.018747944940016754
62,0.018445558731306808
63,0.018461707895493812
64,0.01860059791678239
65,0.018784253822551278
66,0.01877832357974714
67,0.018498050093482255
68,0.0185423868554375
69,0.018660223702237005
70,0.018646527938271804
71,0.018629891611208357
72,0.01877292675283313
73,0.018852817082375094
74,0.019001893638094413
75,0.01908733829373093
76,0.019067703209394722
77,0.019311493487039245
78,0.019486604292761542
79,0.019689825305288337
80,0.019606069343804017
81,0.019796405178603135
82,0.019554985603254315
83,0.019572608657936474
84,0.019498354138882314
85,0.019268961737248406
86,0.019044904042629235
87,0.019054946134524974
88,0.01910313044792719
89,0.01913970887340808
90,0.01925419552679053
91,0.019042610960562065
92,0.018835626058816824
93,0.01879505987886601
94,0.018738322206420133
95,0.018541076709510447
96,0.01849821670739785
97,0.01830751344237313
98,0.018385724983129143
99,0.018383704600262892
100,0.018403836646458605
101,0.018575500938713536
102,0.018670728702464806
103,0.018712995208937357
104,0.018716113022846405
105,0.01870935354921433
106,0.018532850213844383
107,0.018682167906078496
108,0.018509184869911106
109,0.018541608511703295
110,0.0185793152217598
111,0.018560525525185854
112,0.01860559240433697
113,0.0187084051150401
114,0.018880674810841828
115,0.018986658326569584
116,0.01908227341219251
